workflow name;job name;main success runs;main failure runs;main cancelled runs;main skipped runs;main retries;main min duration;main avg duration;main max duration;pr success runs;pr failure runs;pr cancelled runs;pr skipped runs;pr retries;pr min duration;pr avg duration;pr max duration
Send dependabot new vulnerability alerts;Fetch analysis;7;0;0;0;0;0,00001157407407;0,00001653439153;0,00002314814815;0;0;0;0;0;0;0;0
Send dependabot new vulnerability alerts;Send notifications;0;7;0;0;0;0,0000462962963;0,00005787037037;0,00008101851852;0;0;0;0;0;0;0;0
Code generation trigger;trigger;0;0;0;0;0;0;0;0;4;2;0;0;0;0,00002314814815;0,0003800154321;0,001944444444
CodeQL;Analyze (22_1, csharp);7;0;0;0;0;0,002349537037;0,002628968254;0,003113425926;0;0;0;0;0;0;0;0
CodeQL;Analyze (22_1, javascript);7;0;0;0;0;0,01083333333;0,01152281746;0,01390046296;0;0;0;0;0;0;0;0
CodeQL;Analyze (22_2, csharp);7;0;0;0;0;0,002546296296;0,002795965608;0,003472222222;0;0;0;0;0;0;0;0
CodeQL;Analyze (22_2, javascript);7;0;0;0;0;0,01094907407;0,01153935185;0,01319444444;0;0;0;0;0;0;0;0
CodeQL;Analyze (23_1, csharp);7;0;0;0;0;0,002523148148;0,002786044974;0,003368055556;0;0;0;0;0;0;0;0
CodeQL;Analyze (23_1, javascript);7;0;0;0;0;0,01104166667;0,0123396164;0,01342592593;0;0;0;0;0;0;0;0
CodeQL;Fetch analysis;7;0;0;0;0;0;0,000009920634921;0,00001157407407;0;0;0;0;0;0;0;0
CodeQL;Send notifications;7;0;0;0;0;0,00002314814815;0,00005125661376;0,00009259259259;0;0;0;0;0;0;0;0
DevExtreme package tests;build;36;0;0;0;0;0,003946759259;0,00488586677;0,007222222222;168;3;21;0;13;0;0,004699194637;0,01111111111
DevExtreme package tests;Bundlers tests;36;0;0;0;0;0,001435185185;0,001872427984;0,002824074074;168;0;21;3;13;0;0,001655936535;0,004386574074
DevExtreme package tests;Demos visual tests jquery(1/4);36;0;0;0;0;0,003993055556;0,005682548868;0,008796296296;161;2;5;0;13;0,002534722222;0,00512993276;0,01141203704
DevExtreme package tests;Demos visual tests jquery(2/4);35;1;0;0;0;0,003634259259;0,005027327675;0,008055555556;155;7;6;0;13;0,002511574074;0,00515707672;0,01209490741
